time,x,y
0.0,0.0,0.0
0.005000250012500625,127.51311502461917,0.0
0.01000050002500125,236.7206910646361,0.0
0.015000750037501875,345.10963393765104,5.0
0.0200010000500025,471.0990723417081,6.0
0.025001250062503123,563.6458768906084,8.0
0.03000150007500375,670.5433644129761,8.0
0.03500175008750438,767.0427834312087,12.0
0.040002000100005,874.432359885922,16.0
0.04500225011250562,983.0563624885802,18.0
0.05000250012500625,1081.6208768528486,24.0
0.05500275013750688,1194.956589822093,26.0
0.0600030001500075,1281.899902953372,31.0
0.06500325016250813,1390.022288278431,43.0
0.07000350017500875,1493.8479155598045,50.0
0.07500375018750938,1581.9022048521415,61.0
0.08000400020001,1687.0151756371858,72.0
0.08500425021251062,1790.6510882263167,80.0
0.09000450022501125,1887.4601272702212,87.0
0.09500475023751187,1990.0224187616207,95.0
0.1000050002500125,2095.063113932436,103.0
0.10500525026251313,2178.262002020214,116.0
0.11000550027501375,2280.7757899139824,130.0
0.11500575028751438,2377.2240868465974,138.0
0.120006000300015,2461.3677054767595,153.0
0.12500625031251564,2545.7035909966553,164.0
0.13000650032501626,2621.0897822443108,179.0
0.13500675033751688,2711.9004530491193,191.0
0.1400070003500175,2820.5739229642213,203.0
0.14500725036251813,2913.5540830741306,223.0
0.15000750037501875,3005.8431143975117,239.0
0.15500775038751938,3071.0113445385746,254.0
0.16000800040002,3146.913713706175,267.0
0.16500825041252062,3226.2843108196093,281.0
0.17000850042502125,3302.6079588309794,290.0
0.17500875043752187,3387.519877738481,302.4801222615193
0.1800090004500225,3455.1285391501197,316.0
0.18500925046252312,3521.9883772261132,329.0
0.19000950047502374,3590.7238788064265,344.0
0.19500975048752436,3679.003211391123,360.0
0.200010000500025,3729.807945772218,368.0
0.20501025051252564,3790.6695028635954,383.0
0.21001050052502626,3857.5389470561563,400.0
0.21501075053752688,3901.6633029637233,425.0
0.2200110005500275,3967.0891362916204,439.0
0.22501125056252813,4041.6192615523005,464.3807384476996
0.23001150057502875,4104.669005107165,477.3309948928358
0.23501175058752938,4164.226557703483,500.0
0.24001200060003,4229.179381303546,521.0
0.24501225061253062,4258.524104839806,549.0
0.2500125006250313,4326.399826806339,567.0
0.25501275063753187,4371.175372512473,580.0
0.2600130006500325,4424.41921261353,600.0
