time,x,y,dx_dt,dy_dt
0.0,0.0,0.0,5000.0,0.0
0.005000250012500625,24.814804792632067,0.055835679294720726,4925.639339141046,22.24957079442678
0.01000050002500125,49.26097462294162,0.2216788256159853,4852.5495943696,44.00235892222348
0.015000750037501875,73.34480776442777,0.4950688674544703,4780.708180007899,65.2677236868033
0.0200010000500025,97.07249055894381,0.8735916106656036,4710.092915739167,86.05485408705103
0.025001250062503123,120.45009943294751,1.354878391768803,4640.68201928881,106.37277190199954
0.03000150007500375,143.4836028954331,1.9366052385933503,4572.454099171591,126.23033474799975
0.03500175008750438,166.1788634503338,2.6164920669760003,4505.388147749463,145.63623900483643
0.040002000100005,188.54163948963043,3.392301885591757,4439.463534359496,164.59902271227978
0.04500225011250562,210.5775871803196,4.261840003371734,4374.659998464099,183.12706845723002
0.05000250012500625,232.29226230235903,5.222953257581825,4310.957642979296,201.22860618575038
0.05500275013750688,253.6911220164246,6.273529271490931,4248.336927857963,218.91171590754573
0.0600030001500075,274.7795266813935,7.411495691070605,4186.778663492425,236.18433047664826
0.06500325016250813,295.5627415592711,8.63481946914426,4126.264004525903,253.0542381996276
0.07000350017500875,316.04593852814793,9.94150614614466,4066.774443634773,269.52908545611615
0.07500375018750938,336.2341977578171,11.329599146611592,4008.291805446466,285.616379262118
0.08000400020001,356.1325093513632,12.797179090030895,3950.798240580957,301.32348978118046
0.08500425021251062,375.74577496753017,14.342363109770291,3894.276219762065,316.6576528061217
0.09000450022501125,395.07880939785053,15.963304191086912,3838.7085280930787,331.6259721714351
0.09500475023751187,414.1363421336772,17.658190513382475,3784.0782593690424,346.23542215023576
0.1000050002500125,432.92301888823863,19.425244811419358,3730.368810552413,360.4928497822857
0.10500525026251313,451.4434031131961,21.262723738844603,3677.5638762686785,374.40497719360957
0.11000550027501375,469.701977459942,23.16891725501203,3625.647443502692,387.97840383142966
0.11500575028751438,487.7031452175015,25.14214802166234,3574.603786379989,401.2196086632579
0.120006000300015,505.45123173087006,27.180770807844457,3524.4174610191562,414.13495234601635
0.12500625031251564,522.9504858192593,29.28317189486409,3475.0733003845185,426.7306793950372
0.13000650032501626,540.2050811918438,31.44776848227474,3426.556409147881,439.0129203492472
0.13500675033751688,557.219117719462,33.673008154620405,3378.8521590735445,450.9876937155852
0.1400070003500175,573.9966227874921,35.95736831392434,3331.94618410841,462.66090803785636
0.14500725036251813,590.5415525982761,38.299355633448556,3285.8243756553447,474.0383638882756
0.15000750037501875,606.8577934206039,40.69750553377471,3240.4728780388505,485.1257557778814
0.15500775038751938,622.9491628711568,43.15038164539039,3195.878083854615,495.92867411595546
0.16000800040002,638.8194111521499,45.65657528974066,3152.0266294781613,506.4526071023239
0.16500825041252062,654.4722222628318,48.21470497129685,3108.90539066845,516.7029425796034
0.17000850042502125,669.9112151525011,50.823415894283954,3066.5014783839224,526.684969795825
0.17500875043752187,685.1399448614678,53.481379484482005,3024.8022346423195,536.403881148598
0.1800090004500225,700.1619037351763,56.187292880152164,2983.7952281146995,545.8647740414303
0.18500925046252312,714.9805225218475,58.93987847208879,2943.4682501425905,555.0726525615296
0.19000950047502374,729.5991714754939,61.737883441392945,2903.8093107356076,564.0324291658551
0.19500975048752436,744.0211614196865,64.58007931379122,2864.8066347116273,572.748926307031
0.200010000500025,758.2497448334353,67.4652615046136,2826.4486577566145,581.2268780931713
0.20501025051252564,772.2881168944417,70.39224888174293,2788.724022639289,589.4709318823831
0.21001050052502626,786.1394165042361,73.35988333619377,2751.6215754915825,597.4856498495219
0.21501075053752688,799.8067272888912,76.36702936298428,2715.1303621778025,605.2755105155258
0.2200110005500275,813.293078589094,79.41257364648436,2679.2396247024444,612.844910260458
0.22501125056252813,826.6014464400438,82.49542465004366,2643.938797654934,620.198164820974
0.23001150057502875,839.7347545229234,85.61451221760109,2609.217504757631,627.3395107442294
0.23501175058752938,852.6958751014074,88.7687871815942,2575.065555468169,634.2731068188755
0.24001200060003,865.4876299355315,91.95722098040764,2541.472941664017,641.0030354713668
0.24501225061253062,878.1127911941595,95.1788052764011,2508.429834332123,647.5333041601418
0.2500125006250313,890.5740823412305,98.43255158498704,2475.9265803537896,653.8678467296268
0.25501275063753187,902.8741790076465,101.717490909754,2443.9536993416914,660.0105247422508
